GexfID,Title,IMDB_id,ReleaseDate,Transitivity,Genre,Slug,WeightedDegree,Modularity,PathLength,Diameter,ClusteringCoefficient,ConnectedComponents,Density,Edges,Characters
313,Five Easy Pieces,tt0065724,1970,0.491596639,['Drama'],Five-Easy-Pieces,10476.00,0.25,1710.00,2000.00,0.85,1000.00,0.29,135.00,21.00
314,Fletch,tt0089155,1985,0.30262273,['Comedy'. 'Crime'. 'Mystery'],Fletch,5745.00,0.46,1964.00,4000.00,0.59,7000.00,0.08,121.00,38.00
315,The Flintstones,tt0053502,1960,0.392307692,['Animation'. 'Adventure'. 'Comedy'],The-Flintstones,8520.00,0.29,2089.00,4000.00,0.56,14000.00,0.09,296.00,46.00
316,Forrest Gump,tt0109830,1994,0.191808192,['Drama'. 'Romance'],Forrest-Gump,7874.00,0.45,1992.00,4000.00,0.80,1000.00,0.07,369.00,89.00
317,Four Feathers,tt0005353,1915,0.227848101,['Drama'],Four-Feathers,3379.00,0.56,2782.00,6000.00,0.42,9000.00,0.07,59.00,27.00
318,Four Rooms,tt0113101,1995,0.443378119,['Comedy'],Four-Rooms,9714.00,0.49,1915.00,3000.00,0.84,1000.00,0.19,170.00,25.00
319,Fracture,tt0488120,2007,0.2484375,['Crime'. 'Drama'. 'Thriller'],Fracture,5943.00,0.35,2103.00,4000.00,0.56,1000.00,0.11,124.00,34.00
320,French Kiss,tt0113117,1995,0.177301927,['Comedy'. 'Drama'. 'Romance'],French-Kiss,6611.00,0.42,2154.00,4000.00,0.78,2000.00,0.07,224.00,66.00
321,Frankenstein,tt0109836,1994,0.395517469,['Drama'. 'Horror'. 'Romance'],Frankenstein,7763.00,0.51,2429.00,4000.00,0.76,3000.00,0.10,255.00,49.00
322,Freddy vs. Jason,tt0329101,2003,0.357329843,['Action'. 'Horror'],Freddy-vs.-Jason,7667.00,0.37,2246.00,5000.00,0.58,5000.00,0.11,209.00,42.00
323,The French Connection,tt0067116,1971,0.357852883,['Action'. 'Crime'. 'Drama'],The-French-Connection,5091.00,0.51,2591.00,4000.00,0.56,4000.00,0.09,122.00,43.00
324,Frequency,tt0186151,2000,0.291716687,['Crime'. 'Drama'. 'Mystery'],Frequency,7244.00,0.38,2116.00,3000.00,0.60,7000.00,0.09,182.00,38.00
325,Friday the 13th,tt0080761,1980,0.76142132,['Horror'. 'Mystery'. 'Thriller'],Friday-the-13th,8846.00,0.55,1695.00,3000.00,0.75,4000.00,0.18,160.00,24.00
326,Friday the 13th Part VIII: Jason Takes Manhattan,tt0097388,1989,0.510253317,['Adventure'. 'Horror'. 'Thriller'],Friday-the-13th-Part-VIII:-Jason-Takes-Manhattan,11500.00,0.23,1949.00,3000.00,0.69,2000.00,0.23,200.00,27.00
327,From Dusk Till Dawn,tt0116367,1996,0.668213457,['Action'. 'Crime'. 'Horror'],From-Dusk-Till-Dawn,13769.00,0.23,1631.00,2000.00,0.88,1000.00,0.37,189.00,21.00
328,Cashback,tt0460740,2006,0.70212766,['Comedy'. 'Drama'. 'Romance'],Cashback,12500.00,0.08,1500.00,3000.00,0.54,4000.00,0.32,116.00,10.00
329,Frozen River,tt0978759,2008,0.227586207,['Crime'. 'Drama'],Frozen-River,5360.00,0.46,2320.00,4000.00,0.37,4000.00,0.11,94.00,24.00
330,The Fugitive,tt0106977,1993,0.300917431,['Action'. 'Crime'. 'Drama'],The-Fugitive,5486.00,0.47,2310.00,4000.00,0.52,15000.00,0.06,232.00,72.00
331,Funny People,tt1201167,2009,0.259174312,['Comedy'. 'Drama'],Funny-People,9783.00,0.35,1982.00,3000.00,0.72,4000.00,0.10,297.00,41.00
332,G.I. Jane,tt0119173,1997,0.673301304,['Action'. 'Drama'. 'War'],G.I.-Jane,13571.00,0.40,2411.00,6000.00,0.70,2000.00,0.16,362.00,41.00
333,G.I. Joe: The Rise of Cobra,tt1046173,2009,0.554035568,['Action'. 'Adventure'. 'Sci-Fi'],G.I.-Joe:-The-Rise-of-Cobra,12882.00,0.31,2092.00,4000.00,0.65,3000.00,0.16,297.00,32.00
334,Game 6,tt0425055,2005,0.291262136,['Comedy'. 'Drama'. 'Sport'],Game-6,7676.00,0.44,2037.00,3000.00,0.67,3000.00,0.11,157.00,31.00
335,The Game,tt0119174,1997,0.30255164,['Drama'. 'Mystery'. 'Thriller'],The-Game,6500.00,0.34,1965.00,3000.00,0.67,3000.00,0.09,204.00,51.00
336,Gamer,tt1034032,2009,0.410958904,['Action'. 'Sci-Fi'. 'Thriller'],Gamer,5704.00,0.58,2518.00,5000.00,0.64,7000.00,0.08,142.00,41.00
337,Gandhi,tt0083987,1982,0.231909636,['Biography'. 'Drama'. 'History'],Gandhi,6682.00,0.49,2476.00,6000.00,0.62,8000.00,0.05,322.00,82.00
338,Gang Related,tt0118900,1997,0.358943577,['Action'. 'Crime'. 'Drama'],Gang-Related,8484.00,0.40,2145.00,4000.00,0.70,6000.00,0.10,288.00,57.00
339,Gangs of New York,tt0217505,2002,0.346153846,['Crime'. 'Drama'],Gangs-of-New-York,9863.00,0.35,2143.00,4000.00,0.78,2000.00,0.10,423.00,72.00
340,Gattaca,tt0119177,1997,0.383858268,['Drama'. 'Sci-Fi'. 'Thriller'],Gattaca,6914.00,0.33,2308.00,5000.00,0.49,6000.00,0.12,149.00,35.00
341,Get Carter,tt0067128,1971,0.326666667,['Action'. 'Crime'. 'Thriller'],Get-Carter,5688.00,0.42,1891.00,3000.00,0.67,3000.00,0.13,112.00,31.00
343,The Getaway,tt0068638,1972,0.296296296,['Action'. 'Crime'. 'Thriller'],The-Getaway,5333.00,0.40,2468.00,5000.00,0.55,5000.00,0.10,114.00,35.00
344,Ghost,tt0099653,1990,0.389955687,['Drama'. 'Fantasy'. 'Romance'],Ghost,11333.00,0.29,1950.00,3000.00,0.79,2000.00,0.16,197.00,31.00
346,Ghost Rider,tt0259324,2007,0.349414787,['Action'. 'Fantasy'. 'Thriller'],Ghost-Rider,8051.00,0.46,2240.00,4000.00,0.72,5000.00,0.08,236.00,52.00
347,Ghost Ship,tt0288477,2002,0.795698925,['Horror'],Ghost-Ship,19733.00,0.31,1800.00,3000.00,0.81,1000.00,0.44,229.00,15.00
348,Ghost World,tt0162346,2001,0.227272727,['Comedy'. 'Drama'],Ghost-World,7424.00,0.37,1997.00,4000.00,0.87,4000.00,0.09,244.00,55.00
349,Ghostbusters,tt0087332,1984,0.674157303,['Action'. 'Comedy'. 'Fantasy'],Ghostbusters,13158.00,0.13,1728.00,4000.00,0.63,3000.00,0.33,135.00,14.00
350,Ghostbusters II,tt0097428,1989,0.440414508,['Action'. 'Comedy'. 'Fantasy'],Ghostbusters-II,13892.00,0.23,1998.00,4000.00,0.66,3000.00,0.17,343.00,35.00
351,Ginger Snaps,tt0210070,2000,0.422485207,['Drama'. 'Fantasy'. 'Horror'],Ginger-Snaps,11800.00,0.23,1803.00,3000.00,0.64,2000.00,0.21,158.00,21.00
352,Gladiator,tt0172495,2000,0.502304147,['Action'. 'Adventure'. 'Drama'],Gladiator,8000.00,0.37,2145.00,4000.00,0.67,3000.00,0.17,154.00,30.00
354,Go,tt0139239,1999,0.434561626,['Comedy'. 'Crime'],Go,10051.00,0.38,2151.00,3000.00,0.67,5000.00,0.13,237.00,34.00
355,The Godfather,tt0068646,1972,0.349693252,['Crime'. 'Drama'],The-Godfather,8476.00,0.33,2256.00,4000.00,0.56,1000.00,0.12,222.00,42.00
356,The Godfather: Part II,tt0071562,1974,0.378548896,['Crime'. 'Drama'],The-Godfather:-Part-II,6903.00,0.52,3059.00,7000.00,0.67,8000.00,0.06,350.00,87.00
357,Gods and Monsters,tt0120684,1998,0.515205725,['Biography'. 'Drama'],Gods-and-Monsters,8000.00,0.36,1954.00,3000.00,0.65,3000.00,0.18,143.00,29.00
358,Godzilla,tt0120685,1998,0.376736111,['Action'. 'Sci-Fi'. 'Thriller'],Godzilla,7304.00,0.40,2229.00,4000.00,0.57,13000.00,0.07,301.00,67.00
359,Gone in Sixty Seconds,tt0187078,2000,0.495024876,['Action'. 'Crime'. 'Thriller'],Gone-in-Sixty-Seconds,12791.00,0.28,2183.00,4000.00,0.61,4000.00,0.14,373.00,42.00
361,Good Will Hunting,tt0119217,1997,0.350730689,['Drama'. 'Romance'],Good-Will-Hunting,9412.00,0.40,2187.00,4000.00,0.65,1000.00,0.14,187.00,31.00
362,Gothika,tt0348836,2003,0.542986425,['Horror'. 'Mystery'. 'Thriller'],Gothika,8500.00,0.18,2052.00,5000.00,0.51,3000.00,0.21,137.00,24.00
363,The Graduate,tt0061722,1967,0.444117647,['Comedy'. 'Drama'. 'Romance'],The-Graduate,7784.00,0.40,1827.00,2000.00,0.71,4000.00,0.15,175.00,36.00
364,Gran Torino,tt1205489,2008,0.392607393,['Drama'],Gran-Torino,8700.00,0.41,2113.00,4000.00,0.71,2000.00,0.14,197.00,35.00
366,Grand Theft Parsons,tt0338075,2003,0.422818792,['Adventure'. 'Comedy'. 'Drama'],Grand-Theft-Parsons,7793.00,0.34,2172.00,3000.00,0.42,2000.00,0.15,147.00,29.00
368,The Green Mile,tt0120689,1999,0.560460653,['Crime'. 'Drama'. 'Fantasy'],The-Green-Mile,19000.00,0.25,1808.00,4000.00,0.80,2000.00,0.24,424.00,34.00
369,Gremlins,tt0087363,1984,0.543962723,['Comedy'. 'Fantasy'. 'Horror'],Gremlins,14264.00,0.32,1804.00,3000.00,0.79,2000.00,0.21,184.00,33.00
370,Gremlins 2: The New Batch,tt0099700,1990,0.465315666,['Comedy'. 'Fantasy'. 'Horror'],Gremlins-2:-The-New-Batch,9079.00,0.34,2225.00,5000.00,0.73,7000.00,0.09,348.00,69.00
371,The Grifters,tt0099703,1990,0.371967655,['Crime'. 'Drama'. 'Thriller'],The-Grifters,5556.00,0.56,2342.00,3000.00,0.54,3000.00,0.10,122.00,36.00
372,Grosse Pointe Blank,tt0119229,1997,0.272116461,['Action'. 'Comedy'. 'Crime'],Grosse-Pointe-Blank,5300.00,0.38,2057.00,4000.00,0.60,2000.00,0.11,126.00,40.00
373,Groundhog Day,tt0107048,1993,0.23387471,['Comedy'. 'Drama'. 'Fantasy'],Groundhog-Day,7898.00,0.35,1964.00,4000.00,0.71,3000.00,0.09,255.00,57.00
374,The Grudge,tt0391198,2004,0.289473684,['Horror'. 'Mystery'. 'Thriller'],The-Grudge,4476.00,0.41,2400.00,4000.00,0.55,2000.00,0.14,53.00,20.00
375,Hackers,tt0113243,1995,0.427342256,['Crime'. 'Drama'. 'Romance'],Hackers,10764.00,0.43,2199.00,4000.00,0.73,3000.00,0.13,324.00,49.00
376,Halloween: The Curse of Michael Myers,tt0113253,1995,0.418128655,['Horror'. 'Thriller'],Halloween:-The-Curse-of-Michael-Myers,8741.00,0.34,2272.00,4000.00,0.61,4000.00,0.13,175.00,34.00
377,Hancock,tt0448157,2008,0.290816327,['Action'. 'Drama'. 'Fantasy'],Hancock,5600.00,0.52,2546.00,5000.00,0.50,5000.00,0.07,169.00,44.00
378,The Hangover,tt1119646,2009,0.442401961,['Comedy'],The-Hangover,13838.00,0.24,1800.00,3000.00,0.84,1000.00,0.24,319.00,33.00
379,Hannah and Her Sisters,tt0091167,1986,0.442804428,['Comedy'. 'Drama'],Hannah-and-Her-Sisters,8222.00,0.43,2132.00,3000.00,0.74,4000.00,0.14,217.00,45.00
383,Hard to Kill,tt0099739,1990,0.259776536,['Action'. 'Crime'. 'Drama'],Hard-to-Kill,4400.00,0.36,2307.00,5000.00,0.49,5000.00,0.09,91.00,34.00
384,Harold & Kumar Go to White Castle,tt0366551,2004,0.328004126,['Adventure'. 'Comedy'],Harold-&-Kumar-Go-to-White-Castle,9522.00,0.34,1835.00,3000.00,0.77,6000.00,0.13,250.00,43.00
385,The Haunting,tt0171363,1999,0.593582888,['Fantasy'. 'Horror'. 'Mystery'],The-Haunting,16500.00,0.28,1717.00,3000.00,0.83,1000.00,0.33,200.00,15.00
386,He's Just Not That Into You,tt1001508,2009,0.343187661,['Comedy'. 'Drama'. 'Romance'],He's-Just-Not-That-Into-You,6075.00,0.60,2613.00,4000.00,0.71,3000.00,0.08,173.00,48.00
387,Heat,tt0113277,1995,0.248452012,['Action'. 'Crime'. 'Drama'],Heat,6303.00,0.47,2480.00,5000.00,0.55,6000.00,0.06,239.00,62.00
388,Heathers,tt0097493,1988,0.619854722,['Comedy'. 'Crime'],Heathers,14304.00,0.24,1921.00,4000.00,0.77,2000.00,0.22,405.00,46.00
389,Heavenly Creatures,tt0110005,1994,0.465517241,['Biography'. 'Crime'. 'Drama'],Heavenly-Creatures,9200.00,0.22,1756.00,3000.00,0.68,3000.00,0.24,103.00,10.00
391,The Hebrew Hammer,tt0317640,2003,0.419734904,['Comedy'],The-Hebrew-Hammer,7455.00,0.34,1969.00,3000.00,0.71,4000.00,0.14,160.00,38.00
393,Hellbound: Hellraiser II,tt0095294,1988,0.588235294,['Horror'. 'Thriller'],Hellbound:-Hellraiser-II,8190.00,0.25,1743.00,3000.00,0.70,3000.00,0.28,89.00,18.00
394,Hellboy,tt0167190,2004,0.371212121,['Action'. 'Adventure'. 'Fantasy'],Hellboy,8227.00,0.37,2339.00,5000.00,0.50,5000.00,0.10,226.00,41.00
395,Hellboy II: The Golden Army,tt0411477,2008,0.551671733,['Action'. 'Adventure'. 'Fantasy'],Hellboy-II:-The-Golden-Army,12909.00,0.24,1882.00,3000.00,0.60,6000.00,0.16,319.00,35.00
396,Hellraiser,tt0093177,1987,0.553846154,['Horror'. 'Thriller'],Hellraiser,11000.00,0.18,1750.00,3000.00,0.73,1000.00,0.35,120.00,16.00
397,Hellraiser III: Hell on Earth,tt0104409,1992,0.37458194,['Horror'],Hellraiser-III:-Hell-on-Earth,6267.00,0.44,2456.00,5000.00,0.67,2000.00,0.12,67.00,26.00
398,Hellraiser: Deader,tt0337636,2005,0.587378641,['Horror'. 'Mystery'. 'Thriller'],Hellraiser:-Deader,8870.00,0.23,1658.00,2000.00,0.78,2000.00,0.31,107.00,22.00
399,Hellraiser: Hellseeker,tt0274546,2002,0.306544202,['Horror'. 'Mystery'. 'Thriller'],Hellraiser:-Hellseeker,6222.00,0.33,1892.00,3000.00,0.62,2000.00,0.13,123.00,34.00
400,Henry Fool,tt0122529,1997,0.427899687,['Comedy'. 'Drama'],Henry-Fool,9226.00,0.33,2168.00,5000.00,0.67,1000.00,0.17,180.00,30.00
401,High Fidelity,tt0146882,2000,0.373271889,['Comedy'. 'Drama'. 'Music'],High-Fidelity,9667.00,0.23,1887.00,3000.00,0.61,1000.00,0.16,165.00,25.00
402,Highlander,tt0091203,1986,0.29689808,['Action'. 'Adventure'. 'Fantasy'],Highlander,4313.00,0.61,3181.00,6000.00,0.63,5000.00,0.06,150.00,63.00
403,Highlander: Endgame,tt0144964,2000,0.332843497,['Action'. 'Adventure'. 'Fantasy'],Highlander:-Endgame,6588.00,0.38,2240.00,4000.00,0.71,3000.00,0.11,152.00,37.00
404,His Girl Friday,tt0032599,1940,0.542028986,['Comedy'. 'Drama'. 'Romance'],His-Girl-Friday,20952.00,0.26,1950.00,4000.00,0.62,3000.00,0.18,601.00,40.00
405,The Hitchhiker's Guide to the Galaxy,tt0371724,2005,0.463507109,['Adventure'. 'Comedy'. 'Sci-Fi'],The-Hitchhiker's-Guide-to-the-Galaxy,12811.00,0.21,2000.00,4000.00,0.64,5000.00,0.17,312.00,33.00
406,Hollow Man,tt0164052,2000,0.682464455,['Action'. 'Horror'. 'Sci-Fi'],Hollow-Man,29286.00,0.12,1648.00,3000.00,0.68,1000.00,0.44,321.00,13.00
407,Honeydripper,tt0829193,2007,0.496259352,['Crime'. 'Drama'. 'History'],Honeydripper,10000.00,0.28,2053.00,4000.00,0.70,2000.00,0.19,219.00,35.00
408,The Horse Whisperer,tt0119314,1998,0.530821918,['Drama'. 'Romance'. 'Western'],The-Horse-Whisperer,15778.00,0.20,1789.00,3000.00,0.78,1000.00,0.26,291.00,26.00
409,The Kingdom,tt0108906,1994,0.433179724,['Comedy'. 'Drama'. 'Fantasy'],The-Kingdom,6833.00,0.48,2453.00,5000.00,0.59,6000.00,0.09,208.00,54.00
410,Hostage,tt0340163,2005,0.402480271,['Action'. 'Crime'. 'Drama'],Hostage,8435.00,0.45,2424.00,6000.00,0.67,3000.00,0.11,237.00,43.00
411,Hot Tub Time Machine,tt1231587,2010,0.5203125,['Comedy'. 'Sci-Fi'],Hot-Tub-Time-Machine,15722.00,0.22,1768.00,3000.00,0.79,3000.00,0.24,371.00,33.00
412,Hotel Rwanda,tt0395169,2004,0.204788094,['Biography'. 'Drama'. 'History'],Hotel-Rwanda,8171.00,0.35,1964.00,3000.00,0.69,5000.00,0.08,325.00,63.00
413,House of 1000 Corpses,tt0251736,2003,0.581102362,['Horror'],House-of-1000-Corpses,13105.00,0.28,2186.00,4000.00,0.77,3000.00,0.18,310.00,32.00
414,Hudson Hawk,tt0102070,1991,0.627701375,['Action'. 'Adventure'. 'Comedy'],Hudson-Hawk,15462.00,0.17,1697.00,3000.00,0.72,2000.00,0.31,269.00,25.00
415,The Hudsucker Proxy,tt0110074,1994,0.504162331,['Comedy'. 'Drama'. 'Fantasy'],The-Hudsucker-Proxy,6487.00,0.53,2394.00,4000.00,0.61,13000.00,0.07,255.00,73.00
416,Human Nature,tt0219822,2001,0.477876106,['Comedy'. 'Drama'],Human-Nature,7833.00,0.34,2034.00,4000.00,0.44,3000.00,0.16,130.00,21.00
417,I Am Sam,tt0277027,2001,0.305958132,['Drama'],I-Am-Sam,10612.00,0.33,1963.00,4000.00,0.70,2000.00,0.12,266.00,40.00
418,I Love You Phillip Morris,tt1045772,2009,0.153906867,['Biography'. 'Comedy'. 'Crime'],I-Love-You-Phillip-Morris,5472.00,0.45,2053.00,3000.00,0.62,3000.00,0.07,160.00,53.00
419,I Still Know What You Did Last Summer,tt0130018,1998,0.525974026,['Horror'. 'Mystery'. 'Thriller'],I-Still-Know-What-You-Did-Last-Summer,14000.00,0.26,1846.00,3000.00,0.63,2000.00,0.23,211.00,21.00
420,I'll Do Anything,tt0110097,1994,0.392947103,['Comedy'. 'Drama'],I'll-Do-Anything,12080.00,0.28,1941.00,3000.00,0.84,1000.00,0.16,254.00,38.00
421,I. Robot,tt0343818,2004,0.346998536,['Action'. 'Mystery'. 'Sci-Fi'],I.-Robot,7935.00,0.29,1845.00,3000.00,0.65,3000.00,0.16,153.00,29.00
422,The Ice Storm,tt0119349,1997,0.420689655,['Drama'],The-Ice-Storm,8313.00,0.39,2345.00,5000.00,0.63,1000.00,0.15,165.00,29.00
423,The Imaginarium of Doctor Parnassus,tt1054606,2009,0.495190458,['Adventure'. 'Comedy'. 'Fantasy'],The-Imaginarium-of-Doctor-Parnassus,14356.00,0.26,1877.00,3000.00,0.76,2000.00,0.21,383.00,41.00
424,In the Loop,tt1226774,2009,0.454486346,['Comedy'],In-the-Loop,15486.00,0.21,1824.00,3000.00,0.72,3000.00,0.22,327.00,32.00
426,Independence Day,tt0116629,1996,0.399669011,['Action'. 'Adventure'. 'Sci-Fi'],Independence-Day,8244.00,0.43,2585.00,5000.00,0.58,11000.00,0.07,394.00,78.00
427,Indiana Jones and the Last Crusade,tt0097576,1989,0.522267206,['Action'. 'Adventure'],Indiana-Jones-and-the-Last-Crusade,8963.00,0.35,1884.00,3000.00,0.66,4000.00,0.19,154.00,26.00
429,Indiana Jones and the Temple of Doom,tt0087469,1984,0.552083333,['Action'. 'Adventure'],Indiana-Jones-and-the-Temple-of-Doom,12421.00,0.18,1678.00,3000.00,0.58,3000.00,0.25,179.00,16.00
430,Raiders of the Lost Ark,tt0082971,1981,0.643902439,['Action'. 'Adventure'],Raiders-of-the-Lost-Ark,12121.00,0.45,1752.00,3000.00,0.88,2000.00,0.25,242.00,32.00
432,The Insider,tt0140352,1999,0.276649746,['Biography'. 'Drama'. 'Thriller'],The-Insider,7800.00,0.38,2128.00,4000.00,0.59,5000.00,0.09,246.00,50.00
433,Insomnia,tt0278504,2002,0.35862069,['Drama'. 'Mystery'. 'Thriller'],Insomnia,8162.00,0.32,1902.00,4000.00,0.70,5000.00,0.14,180.00,29.00
434,Interview with the Vampire: The Vampire Chronicles,tt0110148,1994,0.367219917,['Drama'. 'Fantasy'. 'Horror'],Interview-with-the-Vampire:-The-Vampire-Chronicles,9250.00,0.24,1779.00,2000.00,0.73,2000.00,0.20,142.00,23.00
435,Into the Wild,tt0758758,2007,0.151006711,['Adventure'. 'Biography'. 'Drama'],Into-the-Wild,6069.00,0.40,2069.00,4000.00,0.44,1000.00,0.10,100.00,25.00
436,Intolerable Cruelty,tt0138524,2003,0.353488372,['Comedy'. 'Crime'. 'Romance'],Intolerable-Cruelty,6408.00,0.34,2038.00,4000.00,0.57,6000.00,0.10,186.00,47.00
437,Inventing the Abbotts,tt0119381,1997,0.526315789,['Drama'. 'Romance'],Inventing-the-Abbotts,9579.00,0.20,1919.00,3000.00,0.55,3000.00,0.23,127.00,19.00
438,The Invention of Lying,tt1058017,2009,0.68641244,['Comedy'. 'Fantasy'. 'Romance'],The-Invention-of-Lying,10294.00,0.43,1865.00,3000.00,0.84,2000.00,0.13,339.00,60.00
439,The Island,tt0399201,2005,0.200704225,['Action'. 'Sci-Fi'. 'Thriller'],The-Island,4432.00,0.51,2133.00,4000.00,0.46,6000.00,0.08,101.00,36.00
442,It's a Wonderful Life,tt0038650,1946,0.412029592,['Drama'. 'Family'. 'Fantasy'],It's-a-Wonderful-Life,12961.00,0.37,1949.00,3000.00,0.78,3000.00,0.13,474.00,65.00
443,It's Complicated,tt1230414,2009,0.442558747,['Comedy'. 'Drama'. 'Romance'],It's-Complicated,13500.00,0.28,1849.00,3000.00,0.79,1000.00,0.21,254.00,28.00
444,The Italian Job,tt0317740,2003,0.342857143,['Action'. 'Crime'. 'Thriller'],The-Italian-Job,7135.00,0.37,2259.00,4000.00,0.49,6000.00,0.09,172.00,31.00
445,The Jacket,tt0366627,2005,0.258278146,['Drama'. 'Fantasy'. 'Mystery'],The-Jacket,4811.00,0.46,2136.00,3000.00,0.51,8000.00,0.08,110.00,35.00
446,Jackie Brown,tt0119396,1997,0.416149068,['Crime'. 'Drama'. 'Thriller'],Jackie-Brown,8276.00,0.30,1939.00,3000.00,0.77,2000.00,0.17,154.00,28.00
447,Jacob's Ladder,tt0099871,1990,0.252850768,['Drama'. 'Horror'. 'Mystery'],Jacob's-Ladder,6915.00,0.45,1899.00,2000.00,0.73,5000.00,0.09,250.00,58.00
449,Jason X,tt0211443,2001,0.734315589,['Action'. 'Horror'. 'Sci-Fi'],Jason-X,29758.00,0.14,1720.00,4000.00,0.71,3000.00,0.30,708.00,31.00
450,Jaws,tt0073195,1975,0.33512786,['Adventure'. 'Thriller'],Jaws,5773.00,0.34,2207.00,4000.00,0.53,8000.00,0.09,159.00,43.00
451,Jaws 2,tt0077766,1978,0.593099161,['Adventure'. 'Horror'. 'Thriller'],Jaws-2,19148.00,0.39,2065.00,4000.00,0.70,4000.00,0.16,706.00,54.00
452,Jay and Silent Bob Strike Back,tt0261392,2001,0.435412356,['Comedy'],Jay-and-Silent-Bob-Strike-Back,9942.00,0.44,2020.00,3000.00,0.77,2000.00,0.12,352.00,63.00
453,Jennifer Eight,tt0104549,1992,0.383505155,['Crime'. 'Drama'. 'Mystery'],Jennifer-Eight,7867.00,0.32,1948.00,4000.00,0.67,3000.00,0.15,160.00,29.00
454,Jennifer's Body,tt1131734,2009,0.307692308,['Comedy'. 'Horror'],Jennifer's-Body,5771.00,0.42,1865.00,3000.00,0.65,5000.00,0.11,132.00,32.00
455,Jerry Maguire,tt0116695,1996,0.295746117,['Comedy'. 'Drama'. 'Romance'],Jerry-Maguire,7840.00,0.36,2109.00,4000.00,0.65,2000.00,0.11,226.00,45.00
456,JFK,tt0102138,1991,0.242934456,['Drama'. 'History'. 'Thriller'],JFK,7256.00,0.48,2413.00,5000.00,0.64,15000.00,0.04,524.00,117.00
457,Jimmy and Judy,tt0425151,2006,0.336448598,['Crime'. 'Drama'. 'Thriller'],Jimmy-and-Judy,8000.00,0.18,1766.00,3000.00,0.63,4000.00,0.18,123.00,22.00
458,John Q,tt0251160,2002,0.527586207,['Crime'. 'Drama'. 'Thriller'],John-Q,10926.00,0.38,2158.00,4000.00,0.61,7000.00,0.14,373.00,51.00
459,Juno,tt0467406,2007,0.321678322,['Comedy'. 'Drama'],Juno,7615.00,0.32,1863.00,3000.00,0.70,2000.00,0.17,126.00,24.00
460,Jurassic Park,tt0107290,1993,0.65880619,['Action'. 'Adventure'. 'Sci-Fi'],Jurassic-Park,22692.00,0.11,1663.00,3000.00,0.75,2000.00,0.38,391.00,22.00
461,Jurassic Park III,tt0163025,2001,0.573200993,['Action'. 'Adventure'. 'Sci-Fi'],Jurassic-Park-III,16571.00,0.30,1800.00,3000.00,0.81,2000.00,0.27,241.00,21.00
462,The Lost World: Jurassic Park,tt0119567,1997,0.641528926,['Action'. 'Adventure'. 'Sci-Fi'],The-Lost-World:-Jurassic-Park,14839.00,0.20,1918.00,4000.00,0.72,3000.00,0.21,304.00,30.00
464,Kalifornia,tt0107302,1993,0.370287253,['Crime'. 'Drama'. 'Thriller'],Kalifornia,12408.00,0.24,1968.00,3000.00,0.70,5000.00,0.14,246.00,31.00
465,Kate & Leopold,tt0035423,2001,0.420289855,['Comedy'. 'Fantasy'. 'Romance'],Kate-&-Leopold,8963.00,0.33,1910.00,3000.00,0.66,3000.00,0.17,173.00,23.00
466,Kids,tt0113540,1995,0.443514644,['Drama'],Kids,8667.00,0.37,2121.00,4000.00,0.76,2000.00,0.15,216.00,39.00
467,Kill Bill: Vol. 1,tt0266697,2003,0.252857143,['Action'. 'Crime'. 'Drama'],Kill-Bill:-Vol.-1,5024.00,0.42,2155.00,4000.00,0.75,3000.00,0.10,82.00,31.00
468,Killing Zoe,tt0110265,1993,0.502762431,['Crime'. 'Thriller'],Killing-Zoe,13714.00,0.17,1781.00,3000.00,0.67,1000.00,0.31,188.00,21.00
469,King Kong,tt0360717,2005,0.452772074,['Action'. 'Adventure'. 'Drama'],King-Kong,9072.00,0.39,2251.00,5000.00,0.64,14000.00,0.08,281.00,43.00
470,The King of Comedy,tt0085794,1982,0.492619926,['Comedy'. 'Crime'. 'Drama'],The-King-of-Comedy,7686.00,0.45,2025.00,4000.00,0.64,7000.00,0.12,221.00,51.00
471,The King's Speech,tt1504320,2010,0.505359877,['Biography'. 'Drama'. 'History'],The-King's-Speech,11231.00,0.28,1966.00,4000.00,0.67,1000.00,0.25,188.00,25.00
472,Indiana Jones and the Kingdom of the Crystal Skull,tt0367882,2008,0.464314354,['Action'. 'Adventure'],Indiana-Jones-and-the-Kingdom-of-the-Crystal-Skull,12604.00,0.28,2028.00,5000.00,0.60,8000.00,0.13,426.00,51.00
474,Klute,tt0067309,1971,0.230414747,['Crime'. 'Mystery'. 'Thriller'],Klute,5027.00,0.38,2177.00,4000.00,0.61,1000.00,0.11,106.00,36.00
475,Kramer vs. Kramer,tt0079417,1979,0.415227273,['Drama'],Kramer-vs.-Kramer,13525.00,0.31,1833.00,2000.00,0.72,3000.00,0.16,128.00,29.00
476,Kundun,tt0119485,1997,0.282758621,['Biography'. 'Drama'. 'History'],Kundun,4744.00,0.49,2519.00,5000.00,0.43,6000.00,0.08,122.00,41.00
477,Kung Fu Panda,tt0441773,2008,0.566137566,['Animation'. 'Action'. 'Adventure'],Kung-Fu-Panda,10960.00,0.20,1892.00,5000.00,0.63,4000.00,0.24,176.00,20.00
478,L.A. Confidential,tt0119488,1997,0.258364312,['Crime'. 'Drama'. 'Mystery'],L.A.-Confidential,6943.00,0.35,2286.00,6000.00,0.67,1000.00,0.10,219.00,52.00
